Year	Month_ID	Region_Province_Eng	Region_Province_Fr	Species_Eng	Species_Fr	Type_Eng	Type_Fr	Condition_Code	Description_Eng	Description_Fr	Units_Eng	Units_Fr	Data_Value
2021	1	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.0489
2021	1	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.3918
2021	1	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	1.0096
2021	1	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.0079
2021	1	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0
2021	1	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.0058
2021	1	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.0745
2021	1	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.1352
2021	1	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.0769
2021	1	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.0674
2021	1	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	5.0075
2021	1	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	1.8008
2021	1	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	3.3223
2021	1	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	3.8204
2021	1	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	16.231
2021	1	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	0.2381
2021	1	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	6.764
2021	1	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	62.394
2021	1	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	50.0763
2021	1	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	44.4838
2021	1	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	66.8114
2021	1	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	108.1086
2021	1	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	107.3475
2021	1	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	77.2923
2021	1	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.5417
2021	1	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.0795
2021	1	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.0447
2021	1	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.499
2021	1	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.2659
2021	1	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.0169
2021	1	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.3167
2021	1	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	9.7339
2021	1	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	1.5742
2021	1	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.1556
2021	1	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	1.0737
2021	1	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.4976
2021	1	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.3843
2021	1	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	2.1359
2021	1	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	1.3994
2021	1	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	15.5124
2021	1	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	12.2642
2021	1	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	13.4947
2021	1	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	4.853
2021	1	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	7.0905
2021	1	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	8.8535
2021	1	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	69.8685
2021	1	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	10.1979
2021	1	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	4.752
2021	1	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	3.3492
2021	1	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	17.6622
2021	1	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	18.2775
2021	1	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	906	Liver Conditions	Conditions du foie	Condemned per 10,000	Condamnés par 10 000	19.4345
2021	1	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	2.9839
2021	1	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	0.0389
2021	1	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	0.0156
2021	1	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	0.0899
2021	1	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	0.1523
2021	1	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	0.2775
2021	1	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	907	Emaciation	Émaciation	Condemned per 10,000	Condamnés par 10 000	0.5499
2021	1	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	0.237
2021	1	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	6.4711
2021	1	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	0.2898
2021	1	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	3.067
2021	1	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	3.5468
2021	1	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	1.8692
2021	1	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	908	Dark Coloured Carcasses	Carcasse à chair très foncée	Condemned per 10,000	Condamnés par 10 000	2.7588
2021	1	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	2.7616
2021	1	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	9.3829
2021	1	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	1.027
2021	1	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	2.9304
2021	1	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	0.2552
2021	1	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	11.2376
2021	1	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	909	Others	Autres	Condemned per 10,000	Condamnés par 10 000	3.4261
2021	1	British Columbia	Colombie-Britannique	Chicken	Poulet	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	1.6545
2021	1	Alberta	Alberta	Chicken	Poulet	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	1.6971
2021	1	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	1.5808
2021	1	Ontario	Ontario	Chicken	Poulet	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	1.8324
2021	1	Quebec	Québec	Chicken	Poulet	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	1.7446
2021	1	Atlantic	Atlantique	Chicken	Poulet	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	1.8582
2021	1	Canada	Canada	Chicken	Poulet	Slaughtered	Abattus		Average Weight	Poids moyen	kg	kg	1.7485
2021	1	British Columbia	Colombie-Britannique	Chicken	Poulet	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	8860791
2021	1	Alberta	Alberta	Chicken	Poulet	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	5913973
2021	1	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	5140968
2021	1	Ontario	Ontario	Chicken	Poulet	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	17574249
2021	1	Quebec	Québec	Chicken	Poulet	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	15755079
2021	1	Atlantic	Atlantique	Chicken	Poulet	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	5333890
2021	1	Canada	Canada	Chicken	Poulet	Slaughtered	Abattus		Slaughtered	Abattus	Number of Head	Nombre de têtes	58578950
2021	2	British Columbia	Colombie-Britannique	Chicken	Poulet	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	14.4053
2021	2	Alberta	Alberta	Chicken	Poulet	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	36.3191
2021	2	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	28.0792
2021	2	Ontario	Ontario	Chicken	Poulet	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	19.5698
2021	2	Quebec	Québec	Chicken	Poulet	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	25.4646
2021	2	Atlantic	Atlantique	Chicken	Poulet	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	41.4346
2021	2	Canada	Canada	Chicken	Poulet	Number Found Dead	Cadavre		Number Found Dead	Cadavre	Condemned per 10,000	Condamnés par 10 000	24.9253
2021	2	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.0165
2021	2	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0
2021	2	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.0445
2021	2	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	3.4475
2021	2	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.0552
2021	2	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	0.3796
2021	2	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	51	Bruising	Contusion	Condemned per 10,000	Condamnés par 10 000	1.0632
2021	2	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.0083
2021	2	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0
2021	2	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.004
2021	2	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.1267
2021	2	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.138
2021	2	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.0479
2021	2	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	96	Insufficient bleeding	Saignée insuffisante	Condemned per 10,000	Condamnés par 10 000	0.0803
2021	2	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	6.9267
2021	2	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	1.3888
2021	2	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	3.0999
2021	2	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	8.597
2021	2	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	19.8867
2021	2	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	0.1898
2021	2	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	901	Respiratory Conditions	Conditions respiratoires	Condemned per 10,000	Condamnés par 10 000	9.3457
2021	2	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	67.1803
2021	2	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	49.8996
2021	2	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	50.4831
2021	2	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	62.8194
2021	2	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	119.2926
2021	2	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	117.7271
2021	2	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	902	Sub-Cutaneous Conditions	Conditions sous-cutanées	Condemned per 10,000	Condamnés par 10 000	81.6784
2021	2	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.3066
2021	2	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.15
2021	2	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.0891
2021	2	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.5868
2021	2	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.2605
2021	2	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0
2021	2	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	903	Leg Conditions	Conditions de pattes	Condemned per 10,000	Condamnés par 10 000	0.3108
2021	2	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.6935
2021	2	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	1.795
2021	2	Saskatchewan - Manitoba	Saskatchewan - Manitoba	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.1924
2021	2	Ontario	Ontario	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	1.2413
2021	2	Quebec	Québec	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.5426
2021	2	Atlantic	Atlantique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.4238
2021	2	Canada	Canada	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	904	Skin Conditions	Conditions cutanées	Condemned per 10,000	Condamnés par 10 000	0.8502
2021	2	British Columbia	Colombie-Britannique	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	1.5438
2021	2	Alberta	Alberta	Chicken	Poulet	Post Mortem Conditions	Conditions - post-mortem	905	Abdominal Oedema	Oedème abdominal	Condemned per 10,000	Condamnés par 10 000	14.1039
